,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
2560,1233,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",3.0,Amin#2164,2022-01-09T23:00:00.000Z,
2565,1238,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",3.0,WhyldWanderer#7002,2022-01-09T23:00:00.000Z,
2568,1241,project ,for all he did for this project ,3.67,Cherik#4711,2021-12-29T23:00:00.000Z,
2570,1243,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,3.0,Amin#2164,2021-12-15T23:00:00.000Z,
2573,1246,give prais ,for giving praise! ,2.33,Usama Anwaar,2021-12-27T23:00:00.000Z,
2577,1250,miss ,because I missed him here ,2.33,Rodricast#1415,2022-01-12T23:00:00.000Z,
2578,1251,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,3.0,Ramin#4479,2021-12-15T23:00:00.000Z,
2581,1254,sweetheart jump help ,for being such a sweetheart and jumping in to help all over! ,3.67,David (please DYOR...),2021-12-23T23:00:00.000Z,
2584,1257,help 🙂 ,for helping 🙂 ,3.0,karmaticacid#1218,2021-12-25T23:00:00.000Z,
2591,1264,point necessari channel team member tool date ,"for pointing me to the necessary channels, team members and tools to be up to date. ",7.0,karmaticacid#1218,2021-12-16T23:00:00.000Z,
2592,1265,mitch ,for being Mitch. ,1.33,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2593,1266,moder algeneee# ,All moderators @algeneee#7773 ,1.0,mateodaza#3156,2021-12-29T23:00:00.000Z,
2594,1267,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,6.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2595,1268,insan much also keep gurv aliv wgmi fren ,"for all he does, insane you do so much. also for keeping the GURVES alive, wgmi fren ",7.0,divine_comedian#5493,2021-12-29T23:00:00.000Z,
2596,1269,help commit organ ,"for being so helpful, commited and organized. ",6.0,Carlos096#8712,2021-12-15T23:00:00.000Z,
2597,1270,omnipres alway readi clear thing keep vibe high ,for being omnipresent and always ready to clear things up and keep the vibes high! ,7.0,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2598,1271,best 😄 ,for being the best 😄 ,2.0,divine_comedian#5493,2021-12-27T23:00:00.000Z,
2600,1273,great dev eager enough made hard decis ,for being a great dev and eager enough to made hard decisions ,6.0,Carlos096#8712,2022-01-12T23:00:00.000Z,
2603,1276,fill long ass applic didnt want fill ,for filling out that long ass application that I didnt want to fill out ,7.0,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2607,1280,great team member alway help hand ,"for being a great team member, always have a helping hand ",4.33,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2616,1289,uniswap liquid pool link ,for the Uniswap liquidity pool links ,4.33,WhyldWanderer#7002,2021-12-16T23:00:00.000Z,
2622,1295, whyldwander 💜 💜 thank contribut giveth yisod ,"@WhyldWanderer(💜,💜)Thank you for your contribution to Giveth. from yisod ",3.67,WhyldWanderer#7002,2022-01-06T23:00:00.000Z,
2624,1297,great pv buddi 😊 ,for being such a great PV buddies 😊 ,4.33,ReForest,2021-12-15T23:00:00.000Z,
2626,1299,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",4.33,Carlos096#8712,2022-01-09T23:00:00.000Z,
2631,1304,assist 🙏 ,for the assist 🙏 ,3.67,karmaticacid#1218,2021-12-26T23:00:00.000Z,
2636,1309,magic glue ,for being the magic glue ,2.33,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2638,1311,moder ,for moderating! ,3.43,mateodaza#3156,2021-12-29T23:00:00.000Z,
2639,1312,prais meet time keep ,for praise meeting time keeping ,2.33,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2640,1313, whyldwander 💜 💜 round clock moder ,"@WhyldWanderer(💜,💜) for round the clock moderating ",13.6,ReForest,2021-12-29T23:00:00.000Z,
2643,1316,explor way add valu commun creat content make easi non profit onboard web ,for exploring ways to add value to the community by creating content that makes it easy for non-profits to onboard in to web3 ,8.0,r33pich33p#6906,2022-01-12T23:00:00.000Z,
2645,1318, whyldwander 💜 💜 other manag moder come great commun 👍🏼 usmb ,"@WhyldWanderer(💜,💜) all others for managing moderating and coming up with this great community 👍🏼 from usmb2 ",34.0,willyfox#1178,2021-12-27T23:00:00.000Z,
2646,1319,make giveconomi respons ,for making giveconomy responsive ,5.2,Cherik#4711,2022-01-12T23:00:00.000Z,
2647,1320,test giveconomi ,for testing the GIVeconomy ,34.0,freshelle#9882,2021-12-15T23:00:00.000Z,
2651,1324,reach support amaz woman ,for reaching out to me and being supportive. Amazing Woman. ,5.0,karmaticacid#1218,2021-12-15T23:00:00.000Z,
2654,1327,alway quick draw come import issu hotfix ,and for always being quick on the draw when it comes to important issues and hotfixes ,34.0,mohammad_ranjbar_z#2709,2021-12-29T23:00:00.000Z,
2655,1328,handl payment remind buddi review ,for handling payments and reminding me the buddy review! ,3.67,freshelle#9882,2022-01-05T23:00:00.000Z,
2656,1329,handl payment ,for handling payments! ,5.5,freshelle#9882,2021-12-29T23:00:00.000Z,
2657,1330,organis time payment ,for being so ORGANISED and on-time payments. ,5.5,freshelle#9882,2022-01-05T23:00:00.000Z,
2660,1333,christma hero resolv donat issu dapp ,for being christmas heroes and resolving donation issues on the dapp ,55.0,mateodaza#3156,2021-12-24T23:00:00.000Z,
2661,1334,push manag payment ,for pushing and managing payments ,3.67,freshelle#9882,2022-01-05T23:00:00.000Z,
2662,1335,manag payment ,for managing payments ,22.0,freshelle#9882,2021-12-29T23:00:00.000Z,
2663,1336,awesom buddi review call great cat herder come payment ,for an awesome buddy review call and for being such a great cat-herder when it comes to payments ,38.5,freshelle#9882,2021-12-15T23:00:00.000Z,
2664,1337,epic document ,for epic documentation ,34.0,WhyldWanderer#7002,2022-01-12T23:00:00.000Z,
2666,1339,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,34.0,willyfox#1178,2021-12-29T23:00:00.000Z,
2668,1341,sign multi sig keep project move 😁 ,for signing up on the multi-sig and keeping the project moving 😁 ,8.0,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2670,1343,handl known issu ,for handling that known issue... ,21.0,brodhisattva#3152,2022-01-12T23:00:00.000Z,
2671,1344,deal secur issu devop help ,for dealing with security issues and devops help ,14.7,brodhisattva#3152,2022-01-12T23:00:00.000Z,
2673,1346,organ track payment ,for being so organized with tracking payments ,5.5,freshelle#9882,2022-01-05T23:00:00.000Z,
2674,1347,help pan payment ,for helping with Pan payments! ,38.5,freshelle#9882,2021-12-15T23:00:00.000Z,
2676,1349,reach peopl find miss address givdrop ,for reaching out to people to find missing addresses for the GIVdrop ,13.0,oswald,2021-12-15T23:00:00.000Z,
2677,1350,final smart good thinker magnific help giveth ,"And finally for being smart, good thinker and magnificent help for Giveth ",5.0,divine_comedian#5493,2021-12-29T23:00:00.000Z,
2679,1352,well written portugues articl giveth ecosystem grate motiv global giveth team ,for the well written Portuguese article about the Giveth ecosystem!! Grateful to have a motivated global Giveth team! ,34.0,guiriba,2021-12-29T23:00:00.000Z,
2680,1353,fight depth aw circul suppli api grand subdomain name huzzah ,for fighting in the depths of **AWS** so our circulating supply APIs can have grand subdomain names. **HUZZAH!** ,23.8,VitorNunes#0090,2022-01-10T23:00:00.000Z,
2682,1355,pariticip commonsstack ama ,for pariticipating in commonsstack ama ,8.0,"Griff (💜,💜)#8888",2022-01-06T23:00:00.000Z,
2683,0,get call prepar great present find recircul donat ,"For getting call, and preparing a great presentation to find recirculating donations ",52.67,tjayrush#9164,2022-01-28T23:00:00.000Z,
2684,1,updat new giveth bridg link alway check pend payment giveth trace ,for updating me on the new Giveth bridge link and for always checking the pending payments in Giveth Trace!! ,52.67,Bowen,2022-02-13T23:00:00.000Z,
2685,2,huge giveth support shill givback hive stream get us trivia make givgarden propos dayuuuum 🔥 amaz ,"for being a huge giveth supporter... shilling GIVbacks on 1hive stream & getting us on trivia... making a GIVgarden proposal, dayuuuum 🔥 you are amazing ",66.67,T Wells,2022-01-26T23:00:00.000Z,
2686,3,great boss ,for being a great boss! ,78.0,"Griff (💜,💜)#8888",2022-01-18T23:00:00.000Z,
2688,5,prais system great team cultur imo ignacio ,for the praising system. Great team Culture IMO! - from Ignacio ,78.67,rdfbbx,2022-01-27T23:00:00.000Z,
2692,9,foe full time nice live guy also thank back effort also support commun ,"foe being full time and be a nice and lively guys, also thanks for all the backed efforts also support community. ",52.33,Carlos096#8712,2022-02-02T23:00:00.000Z,
2693,10,support smart contract audit document investig solut manner thing nft harvest button prais enough ,"for supporting on smart contracts audit, documentation, and investigating solutions for all manner of things from NFTs to harvest all buttons - I don't praise you enough! ",62.0,paxthemax#4454,2022-01-19T23:00:00.000Z,
2694,11,hook us anim video snippet ,for hooking us up with animated video snippets! ,55.0,graymachine#0976,2022-01-30T23:00:00.000Z,
2695,12,everywher alway respons new challeng ,for being everywhere and always so responsive to new challenges ,57.67,divine_comedian#5493,2022-01-26T23:00:00.000Z,
2696,13,hold og comm team support growth expans onboard new contributor ,"for holding down the OG comms team and supporting our growth and expansion, onboarding new contributors ",52.77,divine_comedian#5493,2022-01-26T23:00:00.000Z,
2697,14,get giveth match pool live ,for getting Giveth Matching Pool LIVE ,82.0,"Griff (💜,💜)#8888",2022-02-02T23:00:00.000Z,
2700,17,mentor time bring support ,for mentoring me all the time and bring support ,66.33,markop#2007,2022-01-19T23:00:00.000Z,
2702,19,rock panel daodenv amaz giveth rep purplefir  ,and for rocking panels at DAODenver and being amazing Giveth reps <a:purplefire:782316134707625985> ,62.0,karmaticacid#1218,2022-02-14T23:00:00.000Z,
2703,20,easiest giveth onboard experi yet ,for being the easiest Giveth onboarding experience yet! ,66.33,Dr. Suga#8514,2022-01-26T23:00:00.000Z,
2704,21,best dao propos executor world ever seen serious never seen anyon deliv mani complic onchain propos ever world class shit ,"for being the best DAO proposal executor the world has ever seen. Seriously, I've never seen anyone deliver so many complicated onchain proposals... ever. World class shit ",70.67,divine_comedian#5493,2022-01-19T23:00:00.000Z,
2705,22,get giveth match pool live ,for getting Giveth Matching Pool LIVE ,70.67,mateodaza#3156,2022-02-02T23:00:00.000Z,
2706,23,immedi reaction uniswap apr issu ,and for immediate reaction to uniswap APR issue ,34.47,"Griff (💜,💜)#8888",2022-02-09T23:00:00.000Z,
2707,24,rock panel daodenv amaz giveth rep purplefir  ,and for rocking panels at DAODenver and being amazing Giveth reps <a:purplefire:782316134707625985> ,61.17,"Griff (💜,💜)#8888",2022-02-14T23:00:00.000Z,
2709,26,amaz job 🤘 translat spanish speak giveconomi ,amazing Job 🤘 for translate spanish speaking - GIVeconomy ,96.0,Mr.Bear🐻#3459,2022-01-15T23:00:00.000Z,
2710,27,coordin hive trivia ,for coordination on 1Hive Trivia ,31.83,T Wells,2022-01-26T23:00:00.000Z,
2713,30,mstabl interview good prais twice ,"for mStable interview. was so good, had to praise you twice ",31.83,"Griff (💜,💜)#8888",2022-02-02T23:00:00.000Z,
2714,31,support giveth rep givback hive stream ,for supporting Giveth repping GIVbacks in the 1hive stream!! ,48.33,T Wells,2022-01-23T23:00:00.000Z,
2715,32,hop commun call yay metagam bridgebuild ,"to for hopping in community call, yay for MetaGame Bridgebuilding ",32.67,CrisLeash 🐙,2022-01-19T23:00:00.000Z,
2716,33,push forward giv liquid tokenswap dd relat ,"and for pushing forward GIV liquidity, tokenswaps, and D2D relations ",4.3,hotl.eth,2022-01-19T23:00:00.000Z,
2718,35,check fraud gamif givback first distro ,for checking for fraud/gamification in the givbacks first distro ,31.83,"Griff (💜,💜)#8888",2022-01-19T23:00:00.000Z,
2719,36,alway put time need ,for always putting in time for me when I need it ,34.33,"Griff (💜,💜)#8888",2022-01-19T23:00:00.000Z,
2720,37,get givback rd  thing process much swifter ,for getting GIVbacks rd 2 things through the process much swifter! ,42.0,"Griff (💜,💜)#8888",2022-01-26T23:00:00.000Z,
2721,38,top incent idea plan contributor ,for being on top of incentive ideas/plans for contributors ,61.0,"Griff (💜,💜)#8888",2022-02-09T23:00:00.000Z,
2722,39,deep dilig givback fraud detect ,to and for deep diligence on GIVbacks fraud detection ,49.67,"Griff (💜,💜)#8888",2022-01-19T23:00:00.000Z,
2726,43,awesom interview podcast mstabl govern sooo cooooooool ,for the awesome interview/podcast about mStable governance - sooo cooooooool ,49.67,"Griff (💜,💜)#8888",2022-02-01T23:00:00.000Z,
2729,46,awesom project verif parti morn ,for an awesome project verification party this morning ,34.0,WhyldWanderer#7002,2022-01-18T23:00:00.000Z,
2730,47,give great overview project verif process ,for giving me a great overview on the project verification process ,8.97,WhyldWanderer#7002,2022-01-18T23:00:00.000Z,
2731,48,push forward dapp dev giveconomi make sure thing run smooth move ahead typscript version ,"for pushing forward on dapp dev, giveconomy, making sure things run smooth and moving ahead to typscript version ",50.67,VitorNunes#0090,2022-01-19T23:00:00.000Z,
2732,49,manag giv economi project well organis ,For managing GIV economy project very well and being organised ,34.17,karmaticacid#1218,2022-01-26T23:00:00.000Z,
2735,52,make mani aragon vote mani import thing ,for making many aragon votes for all the many important things we're doing ,43.67,divine_comedian#5493,2022-01-19T23:00:00.000Z,
2739,56,push forward dapp dev giveconomi make sure thing run smooth move ahead typscript version ,"for pushing forward on dapp dev, giveconomy, making sure things run smooth and moving ahead to typscript version ",50.67,Amin#2164,2022-01-19T23:00:00.000Z,
2741,58,ad mani great idea giv multivers propos ,for adding so many great ideas to the GIV multiverse proposal ,39.33,willyfox#1178,2022-01-26T23:00:00.000Z,
2744,61,givcur spec ,for GIVcuration spec. ,43.67,"Griff (💜,💜)#8888",2022-01-26T23:00:00.000Z,
2745,62,get givback quickli round rockstar ,for getting the GIVbacks out so quickly this round... ROCKSTARS! ,33.47,mohammad_ranjbar_z#2709,2022-01-26T23:00:00.000Z,
2746,63,give excel overview verif process week ,for giving me an excellent overview on the verification process this week ,12.63,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
2747,64,inspir launch economi faster would learn play piano congratz tec launch expand giveth galaxi ,"for being an inspiration launching economies faster than I would learn how to play the piano, congratz on the TEC launch and expanding the Giveth Galaxy ",52.33,"Griff (💜,💜)#8888",2022-01-26T23:00:00.000Z,
2751,68,deep dilig givback fraud detect ,to and for deep diligence on GIVbacks fraud detection ,8.43,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
2752,69,fastest best givecononomi dev support mainten team around thing look good giveconomi side github dev side like cricket ,"for being the fastest best GIVecononomy dev support and maintenance team around! things are just looking so good on the GIVeconomy side, our github on the dev side is like *crickets* ",52.33,mohammad_ranjbar_z#2709,2022-01-26T23:00:00.000Z,
