,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
2478,1151,jump meme channel ,and for jumping in the memes channel ,4.0,EffectChen,2022-01-05T23:00:00.000Z,
2482,1155,great buddi help concern ,for being a great buddy and for helping me out with my concerns!! ,6.33,WhyldWanderer#7002,2021-12-15T23:00:00.000Z,
2484,1157,great project manag alway worri team give advic ,"for being a great project manager, always worrying about the team and giving advice! ",3.53,MoeNick#1374,2022-01-12T23:00:00.000Z,
2485,1158,check saniti fix one weird error ,for being there and check my sanity while fixing one weird error ,6.33,mohammad_ranjbar_z#2709,2021-12-20T23:00:00.000Z,
2486,1159,buddi review ,for buddy review! ,5.33,Amin#2164,2021-12-29T23:00:00.000Z,
2488,1161,contribut implement purpl list givback ,For contributing on implementing purple list for givbacks ,9.67,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2489,1162,everywher help everyth ,for being everywhere and help on everything ,5.33,divine_comedian#5493,2022-01-05T23:00:00.000Z,
2491,1164,amaz pm ,for being an amazing PM ,7.43,MoeNick#1374,2022-01-12T23:00:00.000Z,
2492,1165,energi cheer support alway carri highest vibe meet ,"for his energy and cheerful support, always carrying the highest of the vibes on our meetings ",11.33,MoeNick#1374,2021-12-29T23:00:00.000Z,
2493,1166,alway support maje giveth home ith abright futur ,for always supporting me. Maje the Giveth a home ith abright future. ,9.67,"Griff (💜,💜)#8888",2021-12-29T23:00:00.000Z,
2494,1167,ama today fun ,"for having me in the AMA today, it was so fun! ",7.27,"Griff (💜,💜)#8888",2022-01-06T23:00:00.000Z,
2496,1169,strateg around commun campaign launch parti detail ,for strategizing around communications campaigns and launch party details ,11.33,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2498,1171,make welcom receiv hous ,for making me so welcomed and receive me in in their houses ,3.33,divine_comedian#5493,2022-01-06T23:00:00.000Z,
2499,1172,amaz pming alway ensur engin team need succeed ,"for amazing pming, always ensuring engineering team has what they need to succeed ",3.53,MoeNick#1374,2022-01-12T23:00:00.000Z,
2500,1173,look way improv non profit onboard giveth ecosystem ,for looking for ways to improve non-profit onboarding into the giveth ecosystem ,7.43,Todd Y.,2022-01-12T23:00:00.000Z,
2502,1175,explor dd opportun giv tokenom ,for exploring D2D opportunities for GIV tokenomics ,11.33,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2505,1178,get involv fraud review verif ,for getting involved with fraud review and verification ,4.67,tjayrush#9164,2022-01-12T23:00:00.000Z,
2508,1181,plan becom full time giveth 😃 ,for his plan to become full-time in Giveth 😃 ,3.77,Carlos096#8712,2022-01-12T23:00:00.000Z,
2511,1184, whyldwander 💜 💜 other manag moder come great commun 👍🏼 usmb ,"@WhyldWanderer(💜,💜) all others for managing moderating and coming up with this great community 👍🏼 from usmb2 ",11.33,krrisis,2021-12-27T23:00:00.000Z,
2512,1185,moder algeneee# ,All moderators @algeneee#7773 ,2.27,Carlos096#8712,2021-12-29T23:00:00.000Z,
2514,1187,test giveconomi make mani issu week ,for testing the GIVeconomy and making many issues this week ,11.33,MoeNick#1374,2021-12-15T23:00:00.000Z,
2516,1189,omnipres ,for his omnipresence ,4.67,"Griff (💜,💜)#8888",2022-01-12T23:00:00.000Z,
2517,1190,magic glue ,for being the magic glue ,9.67,freshelle#9882,2022-01-12T23:00:00.000Z,
2518,1191,support ,for her support ,4.67,karmaticacid#1218,2021-12-15T23:00:00.000Z,
2519,1192,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,10.5,willyfox#1178,2021-12-15T23:00:00.000Z,
2521,1194,ffor improv giv economi ,fFor improvements on GIV economy ,4.67,Amin#2164,2022-01-12T23:00:00.000Z,
2523,1196,help creat tool proper price giv token ,for helping and creating tools for proper pricing on GIV token ,7.43,Carlos096#8712,2022-01-05T23:00:00.000Z,
2524,1197, test parti twice today great time ,", and for having me on the test party twice today. I had a great time. ",6.33,"Griff (💜,💜)#8888",2021-12-16T23:00:00.000Z,
2525,1198,self assign ui stuff ,for self assigning some UI stuff. ,9.67,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2526,1199,great project manag help us make clear issu ,for being great project managers and help us to make clear issues ,6.33,MoeNick#1374,2022-01-05T23:00:00.000Z,
2527,1200,avail even vacat ,for being available even in vacation ,5.33,markop#2007,2021-12-29T23:00:00.000Z,
2529,1202,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,2.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2531,1204,amaz meme meme channel ,for the AMAZING memes in the Meme channel ,9.67,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2532,1205,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",5.33,divine_comedian#5493,2022-01-09T23:00:00.000Z,
2533,1206,conduct review buddi 👏 🏅 ,for conducting reviews with their buddies 👏 🏅 ,4.67,Amin#2164,2022-01-12T23:00:00.000Z,
2534,1207,miss ,that was missed ^^ ,2.0,Cherik#4711,2022-01-09T23:00:00.000Z,
2537,1210,super top github issu manag ,for being super on top of github & issue management ,11.33,MoeNick#1374,2022-01-05T23:00:00.000Z,
2538,1211,explor way add valu commun creat content make easi non profit onboard web ,for exploring ways to add value to the community by creating content that makes it easy for non-profits to onboard in to web3 ,8.93,Todd Y.,2022-01-12T23:00:00.000Z,
2539,1212, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,11.33,Mo 🤖#0356,2021-12-29T23:00:00.000Z,
2540,1213,great project manag plan alway look improv ,"for the great project management planning, always looking to improve ",7.43,MoeNick#1374,2022-01-12T23:00:00.000Z,
2543,1216, dao great effort incred launch without major issu proud ,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,3.0,pKrepe,2021-12-29T23:00:00.000Z,
2560,1233,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",3.0,Amin#2164,2022-01-09T23:00:00.000Z,
2565,1238,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",3.0,WhyldWanderer#7002,2022-01-09T23:00:00.000Z,
2568,1241,project ,for all he did for this project ,3.67,Cherik#4711,2021-12-29T23:00:00.000Z,
2570,1243,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,3.0,Amin#2164,2021-12-15T23:00:00.000Z,
2573,1246,give prais ,for giving praise! ,2.33,Usama Anwaar,2021-12-27T23:00:00.000Z,
2577,1250,miss ,because I missed him here ,2.33,Rodricast#1415,2022-01-12T23:00:00.000Z,
2578,1251,best villag best villag 💜 ,for being the best villagers in the best village 💜 ,3.0,Ramin#4479,2021-12-15T23:00:00.000Z,
2581,1254,sweetheart jump help ,for being such a sweetheart and jumping in to help all over! ,3.67,David (please DYOR...),2021-12-23T23:00:00.000Z,
2584,1257,help 🙂 ,for helping 🙂 ,3.0,karmaticacid#1218,2021-12-25T23:00:00.000Z,
2591,1264,point necessari channel team member tool date ,"for pointing me to the necessary channels, team members and tools to be up to date. ",7.0,karmaticacid#1218,2021-12-16T23:00:00.000Z,
2592,1265,mitch ,for being Mitch. ,1.33,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2593,1266,moder algeneee# ,All moderators @algeneee#7773 ,1.0,mateodaza#3156,2021-12-29T23:00:00.000Z,
2594,1267,put buidl build futur give ,for putting the buidl in Building the Future of Giving... ,6.0,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2595,1268,insan much also keep gurv aliv wgmi fren ,"for all he does, insane you do so much. also for keeping the GURVES alive, wgmi fren ",7.0,divine_comedian#5493,2021-12-29T23:00:00.000Z,
2596,1269,help commit organ ,"for being so helpful, commited and organized. ",6.0,Carlos096#8712,2021-12-15T23:00:00.000Z,
2597,1270,omnipres alway readi clear thing keep vibe high ,for being omnipresent and always ready to clear things up and keep the vibes high! ,7.0,"Griff (💜,💜)#8888",2021-12-15T23:00:00.000Z,
2598,1271,best 😄 ,for being the best 😄 ,2.0,divine_comedian#5493,2021-12-27T23:00:00.000Z,
2600,1273,great dev eager enough made hard decis ,for being a great dev and eager enough to made hard decisions ,6.0,Carlos096#8712,2022-01-12T23:00:00.000Z,
2603,1276,fill long ass applic didnt want fill ,for filling out that long ass application that I didnt want to fill out ,7.0,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2607,1280,great team member alway help hand ,"for being a great team member, always have a helping hand ",4.33,divine_comedian#5493,2021-12-15T23:00:00.000Z,
2616,1289,uniswap liquid pool link ,for the Uniswap liquidity pool links ,4.33,WhyldWanderer#7002,2021-12-16T23:00:00.000Z,
2622,1295, whyldwander 💜 💜 thank contribut giveth yisod ,"@WhyldWanderer(💜,💜)Thank you for your contribution to Giveth. from yisod ",3.67,WhyldWanderer#7002,2022-01-06T23:00:00.000Z,
2624,1297,great pv buddi 😊 ,for being such a great PV buddies 😊 ,4.33,ReForest,2021-12-15T23:00:00.000Z,
2626,1299,came togeth weekli sync talk issu solut ,"came together at Weekly Sync, talked about issues and solutions. ",4.33,Carlos096#8712,2022-01-09T23:00:00.000Z,
2631,1304,assist 🙏 ,for the assist 🙏 ,3.67,karmaticacid#1218,2021-12-26T23:00:00.000Z,
2636,1309,magic glue ,for being the magic glue ,2.33,divine_comedian#5493,2022-01-12T23:00:00.000Z,
2638,1311,moder ,for moderating! ,3.43,mateodaza#3156,2021-12-29T23:00:00.000Z,
2639,1312,prais meet time keep ,for praise meeting time keeping ,2.33,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2640,1313, whyldwander 💜 💜 round clock moder ,"@WhyldWanderer(💜,💜) for round the clock moderating ",13.6,ReForest,2021-12-29T23:00:00.000Z,
2643,1316,explor way add valu commun creat content make easi non profit onboard web ,for exploring ways to add value to the community by creating content that makes it easy for non-profits to onboard in to web3 ,8.0,r33pich33p#6906,2022-01-12T23:00:00.000Z,
2645,1318, whyldwander 💜 💜 other manag moder come great commun 👍🏼 usmb ,"@WhyldWanderer(💜,💜) all others for managing moderating and coming up with this great community 👍🏼 from usmb2 ",34.0,willyfox#1178,2021-12-27T23:00:00.000Z,
2646,1319,make giveconomi respons ,for making giveconomy responsive ,5.2,Cherik#4711,2022-01-12T23:00:00.000Z,
2647,1320,test giveconomi ,for testing the GIVeconomy ,34.0,freshelle#9882,2021-12-15T23:00:00.000Z,
2651,1324,reach support amaz woman ,for reaching out to me and being supportive. Amazing Woman. ,5.0,karmaticacid#1218,2021-12-15T23:00:00.000Z,
2654,1327,alway quick draw come import issu hotfix ,and for always being quick on the draw when it comes to important issues and hotfixes ,34.0,mohammad_ranjbar_z#2709,2021-12-29T23:00:00.000Z,
2655,1328,handl payment remind buddi review ,for handling payments and reminding me the buddy review! ,3.67,freshelle#9882,2022-01-05T23:00:00.000Z,
2656,1329,handl payment ,for handling payments! ,5.5,freshelle#9882,2021-12-29T23:00:00.000Z,
2657,1330,organis time payment ,for being so ORGANISED and on-time payments. ,5.5,freshelle#9882,2022-01-05T23:00:00.000Z,
2660,1333,christma hero resolv donat issu dapp ,for being christmas heroes and resolving donation issues on the dapp ,55.0,mateodaza#3156,2021-12-24T23:00:00.000Z,
2661,1334,push manag payment ,for pushing and managing payments ,3.67,freshelle#9882,2022-01-05T23:00:00.000Z,
2662,1335,manag payment ,for managing payments ,22.0,freshelle#9882,2021-12-29T23:00:00.000Z,
2663,1336,awesom buddi review call great cat herder come payment ,for an awesome buddy review call and for being such a great cat-herder when it comes to payments ,38.5,freshelle#9882,2021-12-15T23:00:00.000Z,
2664,1337,epic document ,for epic documentation ,34.0,WhyldWanderer#7002,2022-01-12T23:00:00.000Z,
2666,1339,take commun moder shift provid awesom support giveth user ,for taking on community moderation shifts and providing awesome support for Giveth users ,34.0,willyfox#1178,2021-12-29T23:00:00.000Z,
2668,1341,sign multi sig keep project move 😁 ,for signing up on the multi-sig and keeping the project moving 😁 ,8.0,karmaticacid#1218,2022-01-12T23:00:00.000Z,
2670,1343,handl known issu ,for handling that known issue... ,21.0,brodhisattva#3152,2022-01-12T23:00:00.000Z,
2671,1344,deal secur issu devop help ,for dealing with security issues and devops help ,14.7,brodhisattva#3152,2022-01-12T23:00:00.000Z,
2673,1346,organ track payment ,for being so organized with tracking payments ,5.5,freshelle#9882,2022-01-05T23:00:00.000Z,
2674,1347,help pan payment ,for helping with Pan payments! ,38.5,freshelle#9882,2021-12-15T23:00:00.000Z,
2676,1349,reach peopl find miss address givdrop ,for reaching out to people to find missing addresses for the GIVdrop ,13.0,oswald,2021-12-15T23:00:00.000Z,
2677,1350,final smart good thinker magnific help giveth ,"And finally for being smart, good thinker and magnificent help for Giveth ",5.0,divine_comedian#5493,2021-12-29T23:00:00.000Z,
2679,1352,well written portugues articl giveth ecosystem grate motiv global giveth team ,for the well written Portuguese article about the Giveth ecosystem!! Grateful to have a motivated global Giveth team! ,34.0,guiriba,2021-12-29T23:00:00.000Z,
2680,1353,fight depth aw circul suppli api grand subdomain name huzzah ,for fighting in the depths of **AWS** so our circulating supply APIs can have grand subdomain names. **HUZZAH!** ,23.8,VitorNunes#0090,2022-01-10T23:00:00.000Z,
2682,1355,pariticip commonsstack ama ,for pariticipating in commonsstack ama ,8.0,"Griff (💜,💜)#8888",2022-01-06T23:00:00.000Z,
2683,0,get call prepar great present find recircul donat ,"For getting call, and preparing a great presentation to find recirculating donations ",52.67,tjayrush#9164,2022-01-28T23:00:00.000Z,
2684,1,updat new giveth bridg link alway check pend payment giveth trace ,for updating me on the new Giveth bridge link and for always checking the pending payments in Giveth Trace!! ,52.67,Bowen,2022-02-13T23:00:00.000Z,
2685,2,huge giveth support shill givback hive stream get us trivia make givgarden propos dayuuuum 🔥 amaz ,"for being a huge giveth supporter... shilling GIVbacks on 1hive stream & getting us on trivia... making a GIVgarden proposal, dayuuuum 🔥 you are amazing ",66.67,T Wells,2022-01-26T23:00:00.000Z,
2686,3,great boss ,for being a great boss! ,78.0,"Griff (💜,💜)#8888",2022-01-18T23:00:00.000Z,
2688,5,prais system great team cultur imo ignacio ,for the praising system. Great team Culture IMO! - from Ignacio ,78.67,rdfbbx,2022-01-27T23:00:00.000Z,
2692,9,foe full time nice live guy also thank back effort also support commun ,"foe being full time and be a nice and lively guys, also thanks for all the backed efforts also support community. ",52.33,Carlos096#8712,2022-02-02T23:00:00.000Z,
2693,10,support smart contract audit document investig solut manner thing nft harvest button prais enough ,"for supporting on smart contracts audit, documentation, and investigating solutions for all manner of things from NFTs to harvest all buttons - I don't praise you enough! ",62.0,paxthemax#4454,2022-01-19T23:00:00.000Z,
2694,11,hook us anim video snippet ,for hooking us up with animated video snippets! ,55.0,graymachine#0976,2022-01-30T23:00:00.000Z,
2695,12,everywher alway respons new challeng ,for being everywhere and always so responsive to new challenges ,57.67,divine_comedian#5493,2022-01-26T23:00:00.000Z,
